"","return"
"200",0.0117670700665386
"201",0.0034427206320482
"202",-0.132664562669071
"203",0.230634399911251
"204",0.0639315508462135
"205",0.00737385645914482
"206",-0.00921113025590765
"207",0.0250112783596174
"208",0.000636526693894455
"209",0.0877635234998522
"210",-0.000600015652582289
"211",-0.0479843902269247
"212",-0.0320390811898923
"213",0.0818282892422886
"214",-0.000914256288512141
"215",0.0684113855904533
"216",-0.0385567486575048
"217",-0.0293596746176694
"218",0.00300527895209521
"219",-0.0428825381850266
"220",5.01978250652012e-05
"221",-0.00695433139853258
"222",0.00441135925006909
"223",-0.00844542044102847
"224",-0.0422545608903079
"225",-0.0122846571858018
"226",-0.0240896276569802
"227",0.0214706602627857
"228",0.0259414921984705
"229",-0.00788802250995539
"230",0.0411164682186789
"231",0.0103747036376104
"232",-0.0444862828249132
"233",0.0342425626445205
"234",-0.0582340877615239
"235",-0.0462897040699587
"236",-0.0602593243768519
"237",-0.0737792484564265
"238",-0.0114779018596509
"239",0.0231774705532137
"240",-0.0119885144183816
"241",-0.0488318821879051
"242",0.0121253041438234
"243",-0.10975403561734
"244",-0.0314790962363901
"245",-0.0335362049109896
"246",0.00280004574514793
"247",0.0577869666624973
"248",-0.0410942705906085
"249",-0.0111454457090215
"250",0.0302811348090009
"251",-0.0488535106674594
"252",-0.0532716017037332
"253",0.0185929747573584
"254",0.0692339936657766
"255",-0.0088788540978489
"256",0.0291971872253149
"257",-0.0506597583021364
"258",0.0561669715416678
"259",-0.193132453151618
"260",0.0199918185297107
"261",-0.0390145242530878
"262",-0.133992398167303
"263",0.0357753572872081
"264",0.117306864913001
"265",0.055772967841887
"266",0.0173629076720811
"267",-0.025449800737023
"268",0.0148730211011254
"269",0.0614863270054288
"270",0.0210050666285479
"271",-0.0204873723428253
"272",0.0356935830957732
"273",-0.00251863096881044
"274",-0.000134512430870184
"275",-0.0144447348595501
"276",-0.0224604728438493
"277",-0.0286937405993288
"278",0.0190137807808424
"279",0.0235726608729301
"280",0.0139683064757493
"281",-0.00867643574815816
"282",-0.0289917530216067
"283",0.0447699166817971
"284",0.00745729722214711
"285",0.0522056794136588
"286",-0.0143902714478799
"287",-0.00602866109018594
"288",0.0121564835818676
"289",-0.0485673031350692
"290",-0.0159522706209453
"291",0.042220469412822
"292",-0.0517041432594847
"293",-0.0214328822819389
"294",0.0169562359509531
"295",0.0840458511712158
"296",-0.0211224061655784
"297",0.112226136718265
"298",-0.00351575837274479
"299",-0.0420326287185646
"300",-0.00644165152754614
"301",-0.0261831609412536
"302",0.047962052002811
"303",-0.0616058955015367
"304",-0.0651330015892452
"305",0.00140934226713006
"306",-0.010654580873437
"307",-0.0324164674207872
"308",-0.0504468661228966
"309",-0.0485214812741372
"310",0.0368380166125023
"311",-0.0442496708207536
"312",-0.054239725391966
"313",0.0802160020011086
"314",0.0465669581642012
"315",0.0601567041796457
"316",-0.0504247761536068
"317",-0.063359219451651
"318",-0.0608263550197847
"319",0.0213256907701352
"320",-0.0465384006562001
"321",-0.0498362437176449
"322",-0.0262409657692003
"323",-0.0568977048431561
"324",0.002294675545562
"325",0.0405423284227723
"326",-0.00221127640402231
"327",-0.044694749322681
"328",0.0721071312578295
"329",-0.0332365017283629
"330",-0.0177771063101175
"331",-0.0182355756084222
"332",-0.0734847825456233
"333",-0.0112168145749698
"334",-0.0147897137066126
"335",-0.0114307756597769
"336",-0.0309429201324082
"337",-0.0250119120321591
"338",-0.0214892416128633
"339",-0.0518500281373099
"340",-0.0193635979197117
"341",-0.00401727959812069
"342",0.000949501701507049
"343",-0.0278129814150092
"344",-0.0121694195522527
"345",-0.0121217868177543
"346",-0.0343478782546095
"347",0.0202947291689101
"348",-0.00784275519399865
"349",0.00575262877950982
"350",-0.0152878575845347
"351",0.00114022259127987
"352",-0.0146574562380846
"353",-0.00918829727533903
"354",-0.00880856171910669
"355",-0.00424726230682634
"356",0.00149031296572281
"357",0.0265890120415982
"358",0.00386547481193307
"359",-0.014838051136505
"360",0.000623352118133466
"361",-0.0100347681143558
"362",0.000807857476933582
"363",0.00491120740929558
"364",-0.0489566070281057
"365",0.00753036149291419
"366",0.009318332230311
"367",-0.0364046476250425
"368",-0.0196612137873468
"369",-0.00806108283202225
"370",-0.0423217234719487
"371",0.0131913525520493
"372",0.00690404530899936
"373",-0.00131786277037684
"374",-0.0755806726144372
"375",0.00625821066895613
"376",-0.0362466333600608
"377",0.107805700145064
"378",0.0101580026767061
"379",0.0680557408925404
"380",-0.0591768254591536
"381",-0.0165903076178823
"382",-0.0606902405617609
"383",0.129808383479493
"384",0.0796015378602655
"385",0.0520285230802906
"386",-0.00769039940461416
"387",-0.00651612903225801
"388",-0.00855575037340084
"389",-0.0372938806923318
"390",-0.0502708724900708
"391",0.0642685722472956
"392",-0.0323856321887437
"393",0.0639478260869565
"394",0.0402847475358386
"395",-0.00448606648177686
"396",-0.0094466191047413
"397",0.0158068756722303
"398",-0.0188079906509071
"399",-0.0227895860145003
"400",-0.0347893660531697
"401",0
"402",-0.0125172673881539
"403",-0.0183316168898044
"404",0.026087564694363
"405",-0.00593006611682915
"406",-0.0422380691168403
"407",-0.00191509163802987
"408",-0.0316686093427777
"409",-0.0297320320746682
"410",0.00625077538244265
"411",-0.00778627112535805
"412",-0.0179409487578975
"413",-0.0194269251732462
"414",-0.00290824631754483
"415",-0.0138469961674381
"416",0.00862068965517238
"417",0.00527432494645619
"418",-0.0157100900990593
"419",0.00577543568632611
"420",0.0690782195941189
"421",-0.00161795554384944
"422",-0.0218589532199555
"423",-0.0104127534556665
"424",0.015145910798762
"425",-0.0124556525074312
"426",-0.0175840607431719
"427",-0.0225143308954339
"428",-0.0188267173565752
"429",-0.0515457543281121
"430",-0.000956126817184202
"431",0.0022729744426319
"432",-0.00199654944172575
"433",-0.00234846425659143
"434",-0.0174914722261577
"435",-0.00981653614925562
"436",0.0317243387962226
"437",0.00397389822043188
"438",-0.00311462467691176
"439",-0.0290304733182178
"440",0.00451381517937955
"441",-0.0138476425639828
"442",0.0240463783808171
"443",-0.0841575434500078
"444",-0.0117013216600724
"445",-0.00412509126308102
"446",0.00680587969355219
"447",-0.023240855360567
"448",-0.0336344321160991
"449",0.167043818144415
"450",-0.00534329279041062
"451",0.0092708483324657
"452",-0.00286435469710274
"453",-0.0070328751141879
"454",0.123232099312791
"455",0.139483707987132
"456",-0.0960311068388282
"457",-0.0211622470876762
"458",-0.0229214582823587
"459",-0.0346478619294222
"460",-0.00259406063876149
"461",0.012754358953019
"462",0.00248587570621465
"463",-0.04377407984261
"464",-0.0274217745392199
"465",-0.0125935148356674
"466",0.00294583677386251
"467",0.0257671168865846
"468",-0.0623007006659581
"469",-0.0350012723529276
"470",-0.0400345207843889
"471",-0.010201278593547
"472",-0.00275005992103047
"473",0.000379492239383791
"474",-0.00748580605186965
"475",-0.00868889426813257
"476",0.00435682247554908
"477",-0.00117725341659425
"478",-0.00060213180280813
"479",-0.0132805189144842
"480",0.00639185168825427
"481",-0.00240108436067903
"482",-0.00256214495529189
"483",-0.00347686200230919
"484",-0.00509028419668542
"485",-0.00722305095391377
"486",0.0199947278239093
"487",-0.00350188016075056
"488",0.00879194978992698
"489",-0.0272128955960615
"490",-0.0146411723509123
"491",-0.0135310920087436
"492",0.000285481239804136
"493",-0.00512360527853655
"494",0.0045625922080761
"495",0.0085262041393565
"496",-0.0018337490730129
"497",0.00580853449323923
"498",0.00907882190198632
"499",-0.0161043455114128
"500",-0.0111193777477173
"501",0.0281657387521716
"502",-3.99137862217247e-05
"503",-0.0141167391796059
"504",0.00434559637237176
"505",-0.0437785541521097
"506",-0.00927461285517555
"507",-0.0042410144393067
"508",0.00430181046394026
"509",0.0161123324586909
"510",-0.00122834689633031
"511",0.0108171565133538
"512",-0.0185546199897686
"513",-0.00946678875818839
"514",0.0119323595921095
"515",-0.0113840791544862
"516",-0.000255892638821685
"517",-0.0206757294806893
"518",0.075693335269348
"519",-0.0149022042843838
"520",-0.0394908124254922
"521",0.00126966917271779
"522",0.0179807938905195
"523",-0.0347525473071325
"524",-0.00194301457260934
"525",-0.0145428658598596
"526",-0.0305322128851539
"527",-0.00582429781474785
"528",0.00506302006852677
"529",0.000334819730013413
"530",-0.0372134065633129
"531",-0.00311300033184272
"532",-0.000538946834479967
"533",0.0117997843050182
"534",0.00192802056555273
"535",0.00381733130993905
"536",-0.00464442123965528
"537",0.00270883895717532
"538",-0.00560604640994415
"539",-0.000942225851536471
"540",0.00767066442415001
"541",-0.0344424165847724
"542",-0.00361879836507861
"543",0.00382650993109042
"544",-0.0032142914829352
"545",-0.00664376458387351
"546",-0.000831946755407639
"547",-0.00377136699808974
"548",0.00316289741068494
"549",-0.00202571349223206
"550",0.00505819378284148
"551",-0.00690576240268414
"552",-0.00664217535342926
"553",-0.00158496920867116
"554",0.00238122798604326
"555",0.00308494316775823
"556",-0.011857772514966
"557",0.00299585573290274
"558",0.000348472528749044
"559",-0.0108486497246368
"560",0.00142545698473926
"561",0.0186887716654106
"562",0.00151238677647922
"563",0.00105050637690197
"564",-0.00637840851328969
"565",0.00163371728439884
"566",0.000313030298037697
"567",0.00579748336517554
"568",-0.00235802711731175
"569",-0.00164138927187972
"570",-0.00249901354728394
"571",0.0276733913502109
"572",-0.00104248528491921
"573",0.00555502038981478
"574",-0.0188082769191469
"575",-0.00667165684902514
"576",-0.00630692615162837
"577",0.00336306236502409
"578",-0.0171204179879401
"579",-0.037896390899517
"580",-0.00562949577787818
"581",0.00553905294426013
"582",0.00352755139277455
"583",-0.00587012987012985
"584",-0.000348365295849307
"585",-0.006900036591103
"586",0.0170190367576102
"587",-0.00326058828603465
"588",0.00418859041816664
"589",0.00558447378399809
"590",0.00570772342394851
"591",-0.00927141031103546
"592",0.000670898487898196
"593",-0.010434932095582
"594",-0.00227576742004403
"595",-0.00191530853879374
"596",0.00736192037960997
"597",-0.0176641729010807
"598",0.00569423877018549
"599",0.0265044612337196
"600",0.0033641284858005
"601",0.00265504799509847
"602",0.00505839217816407
"603",-0.00726228677588257
"604",0.00552909152773052
"605",0.00277472295068116
"606",-0.00828426327422444
"607",-0.0216747762768383
"608",0.00565178074568726
"609",-0.0206297878227186
"610",-0.0333533441627233
"611",0.107403145377829
"612",0.030366008544048
"613",0.0486168918486265
"614",0.00296160598427609
"615",-0.00296808170596211
"616",-0.00105337078651676
"617",-0.00392756170245289
"618",0.00355948326122319
"619",0.01099220302706
"620",-0.00866488227555236
"621",-0.00753554213191766
"622",0.022117364974947
"623",0.00102254101442093
"624",0.0107707791915155
"625",0.000371548316143031
"626",0.00943382210931352
"627",-0.02750713802137
"628",0.00376833088669281
"629",-0.00780990863311514
"630",-0.00548565523948458
"631",0.0154017754824513
"632",-0.0254156948310887
"633",0.00262483401784894
"634",0.00246396451891096
"635",0.0239031584121911
"636",-0.0389485686851108
"637",0.0574028974647185
"638",-0.00989178096348906
"639",0.0194294916720099
"640",-0.0365678846210104
"641",0.0683812589196248
"642",-0.0389370470370898
"643",-0.00437675587756901
"644",-0.0496777259631093
"645",0.0111112847520668
"646",0.0127975270479134
"647",-0.0395403491637162
"648",0.0568028345806124
"649",0.0002706278566273
"650",-0.0621073200060122
"651",-0.0446488669508638
"652",0.118315104341408
"653",0.10587264681617
"654",0.0360131844878802
"655",-0.0098850454319306
"656",-0.00967959483226009
"657",0.0232337664071784
"658",-0.0937479610079471
"659",-0.0128299278586549
"660",0.0274520100355914
"661",-0.0448621482722395
"662",-0.0981747376556972
"663",-0.0482257346760503
"664",-0.00491800439849695
"665",0.0122165567408593
"666",-0.00868219719762736
"667",0.0155046826222684
"668",-0.0180346346961778
"669",-0.00391317958885526
"670",-0.0061809229479859
"671",-0.054849874382895
"672",-0.00195178169786432
"673",-0.0102994859569395
"674",0.00464818683076465
"675",-0.0142921365151912
"676",0.00724018014936424
"677",-0.106746660629386
"678",-0.0424111857390276
"679",-0.00833737703471695
"680",-0.00805160142348755
"681",-0.00408090048881114
"682",-0.0108969740634006
"683",0.00880906856050261
"684",-0.001150747986191
"685",-0.00894551368934666
"686",0.036241794310722
"687",-0.00184769697769573
"688",0.000837410198774852
"689",0.00750836709529674
"690",-0.00415237012916052
"691",0
"692",-0.00197511356903029
"693",-0.00448578402269271
"694",-0.00404214432443187
"695",0.0212463960966956
"696",-0.00419127866574011
"697",-2.18078726420039e-05
"698",0.0023116849129847
"699",-0.0252828546562228
"700",-0.00281262556364121
"701",0.00801396848137532
"702",-0.0125027759271597
"703",0.0162142712573369
"704",-0.00787819775161548
"705",0.0151231263383298
"706",-0.0133816743572842
"707",-0.00962116656644617
"708",0.0481234118149722
"709",-0.00999806904245954
"710",-0.00621979498515485
"711",-0.0180565247732031
"712",-0.0100826152616149
"713",0.00827836855566024
"714",-0.0178893264802083
"715",-0.0133215523686536
"716",-0.0158894170053501
"717",-0.00277654634965818
"718",0.00741693963500238
"719",-0.00199735234688904
"720",-0.0126364292197063
"721",-0.0012963137550673
"722",0.00344559035234697
"723",-0.00637362120463788
"724",-0.00217761787540242
"725",-0.005100104374229
"726",0.00224124365179657
"727",0.0057095277744736
"728",0.00156120638675346
"729",0.00146430174062953
"730",-0.00610805839209484
"731",-0.0012813211845103
"732",-7.12758374910257e-05
"733",-0.00691424905552789
"734",-0.00294286534596603
"735",-0.0045833033378927
"736",0.00409816305867603
"737",0.018510515701527
"738",0.00598731820003291
"739",-0.0206668697424842
"740",-0.00184232563703788
"741",-0.00189366700225327
"742",0.00396263118710832
"743",0.000119605779351149
"744",-0.0114329450596761
"745",0.00108877114030628
"746",-0.00802397525135343
"747",-0.00216840463892405
"748",0.0270296667073617
"749",-0.00858256858922546
"750",-0.000431644325076154
"751",-0.000935633231773112
"752",-0.00569109595620018
"753",-0.0059168739585094
"754",0.0244643117438414
"755",-0.0108136308662762
"756",-0.00544194855320879
"757",-0.00214530202960031
"758",0.000845471894098524
"759",-0.0159538520949991
"760",-0.0175124475730298
"761",0.0258881094440423
"762",0.0260621988611476
"763",0.00554962646744938
"764",0.0262506191183754
"765",0.00592939878654161
"766",-0.00959561343385878
"767",-0.00226066897347178
"768",-0.00085545177101638
"769",-0.0176096262871687
"770",0.000989306072454796
"771",-0.0099303463855421
"772",0.0404287683605077
"773",0.00239862935465451
"774",-0.00373746581586141
"775",-0.0374462439381462
"776",0.00375484208274908
"777",-0.014323933991524
"778",-0.0212096464258262
"779",-0.017914550050308
"780",0.0175916439691147
"781",-0.0377427989097071
"782",-0.0193946817741031
"783",-0.0119970853068235
"784",0.00526801000921902
"785",-0.0147255338661077
"786",-0.00686115469510407
"787",0.00848841879769719
"788",-0.000265519621900119
"789",0.0266386911717838
"790",0.0078644418574569
"791",-0.0504119715598449
"792",0.0121638059197189
"793",-0.0037121110962745
"794",-0.0114994906985472
"795",0.025734197467256
"796",0.00319885792840913
"797",0.00216090863572876
"798",0.0386021194351679
"799",-0.00713978276831164
"800",-0.0010710187428279
"801",0.0286932325836673
"802",-0.0384147703302976
"803",-0.0129035588015175
"804",0.0726032053125571
"805",0.0243016623604544
"806",-0.095376341527259
"807",0.0184663948441406
"808",-0.0125784539091355
"809",0.0137065132095213
"810",-0.0598905919388967
"811",0.181099552603409
"812",0.00478724640375544
"813",0.00767860859911648
"814",0.0292409740870803
"815",-0.000981201079321182
"816",-0.000848233219491496
"817",0.0125555729317933
"818",0.0106347770447675
"819",-0.0631808754502784
"820",0.00664165365523984
"821",0.0026159829613853
"822",-0.0071116857927913
"823",0.00797655868468177
"824",0.00205334071613138
"825",-0.00865701194943935
"826",-0.00917388577931576
"827",0.0149078805494351
"828",-0.0247124578502472
"829",0.00127877237851667
"830",-0.0131261529728963
"831",0.0919788146763486
"832",-0.00144848019313062
"833",-0.0276709378228094
"834",-0.0131781193490054
"835",0.0047415076620015
"836",0.00923308407805948
"837",0.0443425421852764
"838",0.00281190517390554
"839",-0.0162633190975368
"840",-0.00252148745834059
"841",0.0228386784780076
"842",-0.0454311011776841
"843",-0.0234589580800577
"844",0.00285872371818519
"845",0.0389425287356322
"846",-0.0806744258087356
"847",0.00500625782227781
"848",-0.00478973081712808
"849",-0.048175955337376
"850",-0.0170905597411135
"851",0.000437265291424497
"852",-0.0662553027381411
"853",-0.00586486039980174
"854",-0.00515164104694644
"855",0.00918733817756622
"856",0.0409114734199564
"857",-0.0159811300752676
"858",-0.037463976945245
"859",0.00184677374223523
"860",-0.0149703943693442
"861",-0.0693830100941364
"862",-0.0248621309527436
"863",0.00937353538509608
"864",0.0046122891193314
"865",0.00736426942749734
"866",-0.015018505490472
"867",0.0128252903546363
"868",0.025877663651694
"869",0.00149436623927792
"870",-0.0129517443074994
"871",-0.0319879062736205
"872",0.039791360839554
"873",0.0115346490042353
"874",0.00415738678544908
"875",-0.0800532308147272
"876",0.0827439886845828
"877",0.128970963719494
"878",-0.0181191816125808
"879",0.035112622867397
"880",-0.0310753467191058
"881",0.0317248377707159
"882",0.0652517147664035
"883",-0.0197784041209058
"884",-0.104679986118685
"885",-0.0990060632907888
"886",-0.0346003748886089
"887",0.0440844128974758
"888",-0.0431680995061276
"889",-0.0294398776524565
"890",-0.0355524916289147
"891",-0.0288981925865414
"892",-0.00567823343848582
"893",-0.00715595036661037
"894",-0.0182851056275518
"895",-0.00896925858951182
"896",-0.0282826071089702
"897",0.0119803207270815
"898",-0.0223409782528018
"899",-0.00683267537200126
"900",0.0343984100290475
"901",-0.0287097250960685
"902",-0.0325255829877887
"903",-0.00916168606480019
"904",-0.00984166038334862
"905",-0.0168329926656246
"906",0.00709306591659537
"907",-0.0085407812183769
"908",-0.00412345880623823
"909",-0.00668224490632557
"910",0.00276516714816338
"911",0.0127176194591925
"912",-0.0230838006990165
"913",-0.00881936933189119
"914",0.00197263493662385
"915",-0.00603191890420139
"916",0.00109570567659834
"917",-0.00627236371290258
"918",0.00266881301364058
"919",0.0103510921458447
"920",-0.0266789328426863
"921",0.00678810792232348
"922",0.00341384313390792
"923",-0.00259419920047625
"924",-0.018121349081141
"925",0.00147646343581728
"926",-0.0153065649119764
"927",0.0181425866396583
"928",0.00121102028458977
"929",0.00643656313447657
"930",-0.013606318138896
"931",-0.00313302293198729
"932",0.00528176699113889
"933",0.00147633521493693
"934",-0.000563648976760299
"935",0.0204763350830767
"936",0.0207456531904945
"937",-0.00678855524551257
"938",-0.00129989936263
"939",0.0228408279800144
"940",-0.0154345059726613
"941",-4.1692724619516e-05
"942",-0.0200967311541027
"943",-0.0200833971576887
"944",-0.0135475466782458
"945",0.00924377145875515
"946",-0.0050593161200279
"947",0.00850429598456951
"948",-0.00565069981743898
"949",0.00445882147228541
"950",0.00705022195143182
"951",-0.0286516853932584
"952",0.00471593184143792
"953",-0.0186866226807776
"954",-0.0501331167366094
"955",0.0839429928741092
"956",0.00972958758820178
"957",0.00946221624202442
"958",0.0119533903770908
"959",-0.0368387507966857
"960",-0.0688194812069878
"961",0.222190638620428
"962",0.00205442282347458
"963",0.0117596998181889
"964",0.0157904798317721
"965",-0.00602228244504676
"966",0.00870948197515909
"967",0.015053682708912
"968",-0.0218943008247345
"969",0.00230649979203674
"970",-0.0153915799004074
"971",0.0712260536398466
"972",-0.00361243249043239
"973",0.0118457893603274
"974",0.0118490137647227
"975",-0.0139892013182807
"976",0.00490701560999892
"977",-0.00357382965924769
"978",0.0108309659090907
"979",0.0107851747760409
"980",0.00649937439176959
"981",0.0167132842984911
"982",-0.00275107835478722
"983",-0.00316735917171857
"984",-0.0136321705558783
"985",-0.00145479736750958
"986",-0.0424240321909254
"987",0.00423836261546827
"988",-0.00501406824904424
"989",0.0114200775840193
"990",-0.0192486916624848
"991",0.00471473995833472
"992",0.0166242269916335
"993",-0.00493791820231171
"994",0.0278327160271855
"995",0.00570269041038378
"996",0.0159674389480277
"997",0.0644410203732237
"998",-0.0570978222408081
"999",-0.0280772379912664
"1000",-0.0549685843658955
"1001",0.00579430226943506
"1002",-0.0169134753868313
"1003",0.0105931407535404
"1004",0.0107051258223992
"1005",-0.0405281159207092
"1006",-0.0174403005097934
"1007",-0.0036279940703752
"1008",0.0125680278767472
"1009",0.0172067125512334
"1010",-0.0228456304405671
"1011",-0.0313156461526492
"1012",0.0079514878920526
"1013",-0.0294832463444759
"1014",-0.00324315448088999
"1015",-0.00939044481054366
"1016",0.0157159487776484
"1017",0.011011051985264
"1018",-0.012348678084133
"1019",0.00520619824547024
"1020",-0.0024468822641817
"1021",0.0179878173418911
"1022",0.00108429380346175
"1023",0.00649871630295252
"1024",-0.0561179752889598
"1025",-0.0138501815725023
"1026",-0.0048813907681767
"1027",-0.0104130808950087
"1028",-0.00117401513175051
"1029",-0.0039615166949632
"1030",0.00109265734265734
"1031",-0.00244488103034273
"1032",-0.0245524968269947
"1033",0.0122936109117014
"1034",-0.00296959489406975
"1035",-0.00280062236052454
"1036",0.00690977175463629
"1037",-0.000309912781688552
"1038",-0.012710363153233
"1039",0.0325662764096353
"1040",0.0137277900864503
"1041",0.0160702806942361
"1042",0.00130746520455505
"1043",-0.000547575923507837
"1044",-0.000674308833445704
"1045",-4.21727395411222e-05
"1046",0.0161950149719538
"1047",-0.00863249636854112
"1048",0.0061958387407376
"1049",-0.0208446016226336
"1050",-0.00560890626327863
"1051",-0.00884539782924545
"1052",0.00508730329812463
"1053",0.0157422897096042
"1054",-0.00274493243243246
"1055",0.00618251111581625
"1056",-0.0028618324144607
"1057",-0.00232136073945896
"1058",0.020010153143244
"1059",0.00435485877815098
"1060",-0.00768087215064414
"1061",0.00636704119850188
"1062",0.00839432659306124
"1063",-0.0267776593127204
"1064",-0.0318122445539966
"1065",0.02759160936548
"1066",0.01228189056412
"1067",0.00560622542046692
"1068",-0.022591113330005
"1069",-0.0121312731451922
"1070",0.0175370561875215
"1071",-0.0437857294092738
"1072",0.000221425091891463
"1073",0.0151863986540334
"1074",-0.0430023114832744
"1075",0.0317185434990657
"1076",0.0215557224259023
"1077",0.0224413023738487
"1078",-0.00964222278609491
"1079",0.00465453924331712
"1080",-0.0452246355251414
"1081",-0.00903708320349019
"1082",0.00341419586702614
"1083",-0.00214899713467057
"1084",0.0255294328786791
"1085",-0.020737629610185
"1086",-0.0208640486083189
"1087",0.024776419054572
"1088",0.0514715704172047
"1089",0.00169383866186748
"1090",-0.00202916930881428
"1091",0.0322362011267845
"1092",0.00549901510177283
"1093",0.0333034038037711
"1094",0.0091239434394502
"1095",0.0200007828095034
"1096",-0.0264773599386034
"1097",0.00244383129680727
"1098",-0.00515099087763449
"1099",-0.0226868503221216
"1100",-0.0123346948679581
"1101",0.0135533535336991
"1102",-0.0194723871853916
"1103",0.0415722467141857
"1104",-0.0228243670886076
"1105",0.00607213698741044
"1106",-0.00937512573934741
"1107",-0.00243704305442727
"1108",0.0860749185667753
"1109",0.00457374222088914
"1110",-0.0295939692491417
"1111",0.00661462138983974
"1112",-0.00313276026743073
