"","PC1","PC2"
"1",-1.22290863880949,0.0780756223685312
"2",-1.22361137986559,0.0776338664280113
"3",-1.22401912251203,0.0781998872420465
"4",-1.2241920753012,0.0780456820477007
"5",-1.22406351627418,0.0776225812886621
"6",-1.22441151922025,0.0779261053595047
"7",-1.22381498620169,0.0774530871343713
"8",-1.22385940604359,0.0775530593122991
"9",-1.22543819785359,0.0759681030280545
"10",-1.22301889401959,0.0780208362898193
"11",-1.22524505645385,0.0759906871502175
"12",-1.22383706576895,0.0780548636657589
"13",-1.22455325023056,0.0785099295320074
"14",-1.22402014748798,0.0773215249694907
"15",-1.22485318269563,0.0787424810568503
"16",-1.22557071809078,0.0788944201978261
"17",-1.22295245418337,0.0768790999525194
"18",-1.2227608278714,0.0775453319935865
"19",-1.22435670421335,0.0788806958123998
"20",-1.22026216186416,0.0765939667463759
"21",-1.22075556920977,0.0764034042821263
"22",-1.22020217117314,0.0758237811349026
"23",-1.22318246566064,0.0788623133686805
"24",-1.22045891600009,0.0766932367765864
"25",-1.22266351944804,0.0791277907985179
"26",-1.22013965703054,0.078280781642856
"27",-1.21909831296735,0.0801467976558815
"28",-1.22112734104459,0.0799192561668686
"29",-1.21939220708134,0.0815097552846639
"30",-1.22083691693836,0.0810484330183801
"31",-1.22004545458957,0.0794758656864385
"32",-1.22163997879072,0.0823663855302827
"33",-1.22063288243955,0.0828171010969026
"34",-1.22069882514353,0.0819244935370618
"35",-1.2182773388699,0.0800002947708778
"36",-1.21725187176948,0.0828064279340752
"37",-1.2185583221343,0.0841432227254435
"38",-1.2177954105495,0.0832184152222054
"39",-1.21699285906475,0.0841804228294594
"40",-1.21722179671989,0.0831326282650269
"41",-1.21589792903619,0.0830503560371101
"42",-1.2133701698046,0.0865120574881996
"43",-1.21423694727892,0.0847367791550728
"44",-1.21387227307097,0.0858154554413725
"45",-1.21351477005166,0.0848336603847029
"46",-1.21296562356489,0.0847912718093053
"47",-1.2153504242456,0.0845580778575926
"48",-1.21607159034684,0.0826486926181565
"49",-1.21438379817994,0.0848964041271735
"50",-1.21443581661943,0.0851998389718169
"51",-1.21406748261813,0.0831242012853992
"52",-1.212097831432,0.0830846343363288
"53",-1.20991588980772,0.0828119741879514
"54",-1.21122295516558,0.0835908074632165
"55",-1.2104675393241,0.0829222563133216
"56",-1.21148254417227,0.0844174580138632
"57",-1.2106174099287,0.083829968516571
"58",-1.21008337403668,0.0825906170587986
"59",-1.20928868725638,0.0832665608280891
"60",-1.20954054044028,0.0830770348479026
"61",-1.20720146852336,0.0836224091033491
"62",-1.2061169318358,0.0839443798601415
"63",-1.20419139746258,0.0827858789830085
"64",-1.20478239698069,0.0843507506831211
"65",-1.20270528157598,0.0825163429202588
"66",-1.20201144763754,0.0825093598872951
"67",-1.20527590612805,0.0832527478557928
"68",-1.20408426564329,0.0832234686723462
"69",-1.20116786966773,0.0843377595150774
"70",-1.20074769951102,0.0835713197260989
"71",-1.19826273662535,0.0846850116386631
"72",-1.19605696992616,0.0828817176046048
"73",-1.19273652868956,0.0830199144022444
"74",-1.19682899095998,0.0827931652098374
"75",-1.19569051399692,0.0815282367813957
"76",-1.19477589602371,0.081419831000704
"77",-1.19887657718711,0.0817423798965203
"78",-1.2000665764643,0.0826092940094121
"79",-1.20066341649042,0.0814478482625454
"80",-1.20159920604319,0.0813389218620689
"81",-1.19757907516185,0.0814285417480595
"82",-1.19948634156318,0.0814076610811064
"83",-1.19605640512563,0.082010217340624
"84",-1.19759989489702,0.0815450538152266
"85",-1.19614755847433,0.079002885735819
"86",-1.19722917447553,0.0801763950172114
"87",-1.19781764289812,0.079118076913011
"88",-1.19696031007258,0.0785703562522696
"89",-1.19694939466858,0.0792919903238671
"90",-1.19709357896823,0.078501362611629
"91",-1.19746529536155,0.0789090008974853
"92",-1.1969055158995,0.0790930242498888
"93",-1.19657171050836,0.0789888052348867
"94",-1.19702219834741,0.0790573879731893
"95",-1.19810596412585,0.0789652928207692
"96",-1.19876760973793,0.0780959828213272
"97",-1.19863025836644,0.07863184477988
"98",-1.20044993619688,0.0776308470886258
"99",-1.20155386383685,0.0771762579773523
"100",-1.20356572474488,0.0770133738523996
"101",-1.20442298409523,0.0768020182063162
"102",-1.20439364020759,0.0770303693287932
"103",-1.206754347376,0.076431955180401
"104",-1.20572792558618,0.0761992153663683
"105",-1.20468949828793,0.0772995234993403
"106",-1.20550018951111,0.0780929709260681
"107",-1.20453610936444,0.0777107638971539
"108",-1.20260530517958,0.0778867147000509
"109",-1.20388765516168,0.0783347408002841
"110",-1.20322780883452,0.0784968394505332
"111",-1.20409046569551,0.0786024316478059
"112",-1.20393434895013,0.0788780190284668
"113",-1.20447313480561,0.0789729316413844
"114",-1.20315706515084,0.0786475723241493
"115",-1.20221521428557,0.0770429567369357
"116",-1.20210700663843,0.0762419495150668
"117",-1.20118762558596,0.0746527874124639
"118",-1.20066500175673,0.0737108589495586
"119",-1.20263445035698,0.0749068366080392
"120",-1.20163918834091,0.0747649534989714
"121",-1.19993767642501,0.075479304893757
"122",-1.2001598868062,0.0747028152458935
"123",-1.19785040338201,0.0750890897434789
"124",-1.19878408725349,0.0741603004957817
"125",-1.19886862084507,0.0737661415991991
"126",-1.19882647354888,0.0738764656634169
"127",-1.19925168923375,0.0739662269745918
"128",-1.19819410219525,0.0732930064683148
"129",-1.19806857024817,0.0732864812991792
"130",-1.19727528443835,0.0727446231807649
"131",-1.19876183813539,0.0737246176970281
"132",-1.19759047946148,0.0730968870896831
"133",-1.19733824623496,0.0731913360083275
"134",-1.19590188357438,0.0725427101512599
"135",-1.19586024222861,0.0718406887434288
"136",-1.19567495493154,0.071496537909385
"137",-1.19346959249245,0.0713887007005652
"138",-1.19156012007968,0.0714516641304708
"139",-1.19003766521309,0.0711650031841737
"140",-1.18771980917242,0.0723269495092981
"141",-1.18863454378062,0.0716071003733795
"142",-1.18734645963133,0.0704759623217068
"143",-1.18701429002808,0.0705822666530099
"144",-1.18855729549276,0.07012032610943
"145",-1.19073285511275,0.07075461578185
"146",-1.19088667886166,0.0700452562134253
"147",-1.19083222096862,0.0701917160608194
"148",-1.19056695367196,0.0674558791825585
"149",-1.19086250584123,0.0665521172239456
"150",-1.18780415611757,0.0673404096849922
"151",-1.18620854678412,0.0668990268237278
"152",-1.18386595671336,0.0664681838048014
"153",-1.18297181319628,0.0663578171475516
"154",-1.18298662838119,0.0662428315032271
"155",-1.18230204616236,0.0659265835264877
"156",-1.18255814243455,0.0660662819657667
"157",-1.18288951980689,0.0663885768571537
"158",-1.18166009113501,0.0658583284264648
"159",-1.18189671898744,0.066379845632546
"160",-1.18180303543458,0.0662264534389336
"161",-1.18204247081502,0.0663073639239008
"162",-1.18174391567034,0.0653039975826044
"163",-1.18156064706415,0.0652447693441316
"164",-1.17819197202442,0.0647167049665728
"165",-1.17356076403992,0.0646551479017901
"166",-1.16957218907687,0.0674467828807683
"167",-1.17061358555903,0.0656480771223518
"168",-1.16373267523039,0.063624884498801
"169",-1.17327848666952,0.0635991366312232
"170",-1.18079439853561,0.062886829072049
"171",-1.17855118028961,0.0646895409456292
"172",-1.18189115076914,0.0642297549788041
"173",-1.1852165481668,0.0665145021458444
"174",-1.19024063912881,0.0741488261737301
"175",-1.19049645491065,0.0734948959124688
"176",-1.18672751040009,0.0725479342719927
"177",-1.18722172183331,0.0725237350970229
"178",-1.1893656534379,0.0735991577854303
"179",-1.18817643854699,0.0723879416430319
"180",-1.19042423695636,0.0739918793161476
"181",-1.18997006187127,0.0737402224680733
"182",-1.18994237376211,0.072138622959142
"183",-1.18936743330602,0.0719256030083854
"184",-1.18762393000628,0.0697595522635834
"185",-1.18984367703448,0.0717618859157678
"186",-1.18993982817783,0.0703924260304507
"187",-1.19249922075327,0.0707318995847741
"188",-1.19155998806887,0.0703137598719082
"189",-1.19463026855687,0.0723417744342743
"190",-1.19098744439585,0.0715613975551214
"191",-1.19243686384011,0.0716966979824163
"192",-1.19249091615698,0.0714950248005974
"193",-1.19263687261753,0.0703975989411858
"194",-1.19185941003938,0.0704518115229898
"195",-1.19209782079644,0.0704968570792039
"196",-1.19032828981995,0.0706661902886852
"197",-1.18952582236052,0.0707325615922034
"198",-1.18958553599637,0.070820390869602
"199",-1.19018221180107,0.0707626089293593
"200",-1.19080110157372,0.0703483739426856
"201",-1.1891578084004,0.0697629779268927
"202",-1.18784222849058,0.0699837515107746
"203",-1.18673128613372,0.0695077911699628
"204",-1.18302538059186,0.0690958494519281
"205",-1.18375396079934,0.0695019498477935
"206",-1.1868321417538,0.0689195093817739
"207",-1.18534169867813,0.0694808155961835
"208",-1.1901372712033,0.0693650456906382
"209",-1.18740350270456,0.0690777735798599
"210",-1.18723391900503,0.0688061444726187
"211",-1.18615368896933,0.0684817101659421
"212",-1.18678570605967,0.0685392489605527
"213",-1.18861219939168,0.0683105531979786
"214",-1.19085206368366,0.0681096859892658
"215",-1.19790626888255,0.0693882645463703
"216",-1.19419952221205,0.0695261170059427
"217",-1.19156449004191,0.0700264904965449
"218",-1.19178407743812,0.0693139683300136
"219",-1.1893989560666,0.0683175958460489
"220",-1.1899524882261,0.068543775091067
"221",-1.18910714279138,0.0677522194786453
"222",-1.18812051126558,0.0691352836860638
"223",-1.1873365883853,0.0684449786820811
"224",-1.18761441324919,0.0674161867129754
"225",-1.18480146156262,0.0650157427854453
"226",-1.18466940101609,0.0649270434506582
"227",-1.18401707115124,0.0630880584007302
"228",-1.18581428211648,0.0653444409673978
"229",-1.18540569353064,0.0648049659025673
"230",-1.18796353633574,0.0661667243154883
"231",-1.18498367512125,0.0630809127559607
"232",-1.18551956120296,0.0638990044614103
"233",-1.18574683006113,0.0654226363854878
"234",-1.18554679518477,0.0645482619557849
"235",-1.18482325652743,0.0627074507116033
"236",-1.18394768795173,0.06225171125648
"237",-1.18375829727628,0.0632198891550602
"238",-1.18516682176233,0.0650953500598068
"239",-1.1852494069721,0.0641751458674307
"240",-1.18584107708198,0.0645157562180713
"241",-1.18692751002859,0.0655677378580946
"242",-1.18692126596895,0.066803731335289
"243",-1.18682154909476,0.0656919995784624
"244",-1.18652007759365,0.0659829073117478
"245",-1.18576600016393,0.0662700450956086
"246",-1.18577592253727,0.0662834086319378
"247",-1.18598045918256,0.0661366256074467
"248",-1.1850135245906,0.064886722815505
"249",-1.18564974215701,0.065412116069629
"250",-1.18632359780273,0.0660127995093033
"251",-1.18637448763056,0.065638850394519
"252",-1.1860782835835,0.0652374204957176
"253",-1.18563496521565,0.0656543761347427
"254",-1.18539335924502,0.0656537910157528
"255",-1.18675757583205,0.0658404276673472
"256",-1.1848009064508,0.0647877597983658
"257",-1.1845467509542,0.0646733055368772
"258",-1.18340959332386,0.0642047933698818
"259",-1.18084003666734,0.0708751223693027
"260",-1.18250846939648,0.0678067460190712
"261",-1.18255588235589,0.0678400224788139
"262",-1.18325254858202,0.06749899207004
"263",-1.18277866607864,0.0678476758897218
"264",-1.1801194502636,0.0681042893845654
"265",-1.18197769263389,0.0679828265200488
"266",-1.18305688824,0.0680329556086821
"267",-1.18160685364509,0.0688353699167205
"268",-1.18259565570419,0.0692339248948984
"269",-1.18141382865018,0.0704008054913713
"270",-1.18180676680619,0.0691335014797234
"271",-1.18049208848304,0.0703950553155389
"272",-1.18005540216817,0.0711280739790046
"273",-1.17934783499546,0.0715725627803426
"274",-1.17944170842282,0.0703123838510243
"275",-1.18084773719117,0.0696535218835905
"276",-1.18099666785136,0.0697223083042398
"277",-1.18030407323916,0.0701262097525986
"278",-1.18047043465802,0.0689807679475098
"279",-1.18146844845856,0.0678717660327899
"280",-1.18169443496235,0.0684004586217101
"281",-1.18214216102314,0.0681005434203828
"282",-1.18309925163387,0.0684265644714031
"283",-1.18349600206953,0.0684799379231108
"284",-1.18390972339418,0.0700898225049407
"285",-1.18397201346818,0.0694436576414342
"286",-1.18404670024274,0.0698479054086314
"287",-1.18286624024091,0.0694544295648815
"288",-1.18303784483669,0.0698077057399144
"289",-1.1836529300413,0.070069859908357
"290",-1.18423038910344,0.0706013301784564
"291",-1.18464405055565,0.0711717648728774
"292",-1.18434437754744,0.0726851643178031
"293",-1.18482561533426,0.0727402401654861
"294",-1.18356998427975,0.0736164131641
"295",-1.18373088455499,0.0734981798252186
