"","PC1","PC2","PC3","PC4","PC5"
"1",-2.15382062390936,-0.0850984375939859,-0.146832332231498,-0.1191976970646,0.0415231533360187
"2",-2.14988596465818,-0.082011384401674,-0.147379004574211,-0.118779783504841,0.0434947018527115
"3",-2.14564128822575,-0.0810325013128654,-0.145317002434107,-0.116101725808305,0.0452010212818133
"4",-2.12912983270363,-0.0682039941102851,-0.148257275471962,-0.106167329043472,0.0557785581326812
"5",-2.14915745989042,-0.0858212498317343,-0.143989246103167,-0.110690226487542,0.0365568079433796
"6",-2.1656639818239,-0.100241143047441,-0.139249338032733,-0.113358549792873,0.0260027903872825
"7",-2.1645752961217,-0.0992634063665192,-0.140648062169264,-0.113257324852034,0.0252339577361385
"8",-2.16137138478135,-0.0974355169294043,-0.140116894521134,-0.112470123239445,0.0256926899672439
"9",-2.16000726425867,-0.0966517841550284,-0.13969247859073,-0.116283130180161,0.0246150938514521
"10",-2.15719578326018,-0.0967976968695875,-0.139380098115631,-0.118122608626748,0.0247093910727807
"11",-2.17550089685565,-0.111403818151273,-0.137040729952785,-0.116859310786009,0.00954660352386637
"12",-2.17108984909497,-0.107185243112404,-0.138544752252791,-0.115500870796751,0.011094624379253
"13",-2.16956929236121,-0.106054112358202,-0.139608175356672,-0.11410294093225,0.0135225558446638
"14",-2.16996464092894,-0.106825796181723,-0.139451557771564,-0.114713548368372,0.0128048624813311
"15",-2.16986597145316,-0.106866084176818,-0.139301219100264,-0.114183221549646,0.0131958020095558
"16",-2.16904016262249,-0.105464241476564,-0.140749866670371,-0.113025032893988,0.0132060512706042
"17",-2.15868546216698,-0.0967688346029152,-0.142659238166666,-0.109477893156788,0.022320909387736
"18",-2.16230117879817,-0.10026889095292,-0.141523133343945,-0.109609182552988,0.0186469814494505
"19",-2.15764481715478,-0.0968199459179113,-0.142787204578723,-0.10698027191763,0.0199627252960878
"20",-2.15789247311993,-0.096914146109111,-0.141923692388206,-0.107264952384128,0.0196709715360435
"21",-2.15464995471154,-0.0946738714775982,-0.142043738076373,-0.10671594404557,0.0243354079924044
"22",-2.15502619785237,-0.0944446216859702,-0.1426910376426,-0.106156479225737,0.023907086141481
"23",-2.15460867927262,-0.0940125849722897,-0.1425400910859,-0.106044514624671,0.0241748568123783
"24",-2.15984247710597,-0.0976359537432751,-0.141331246397036,-0.107902171015336,0.0218199595550496
"25",-2.15994703762162,-0.0975747334403566,-0.141646256165637,-0.10658433491576,0.0217992643166764
"26",-2.15619934004618,-0.0942448723779256,-0.142061507347503,-0.106619285504672,0.0236702587299218
"27",-2.15530190076409,-0.0934824386205588,-0.142881205957425,-0.106422430411752,0.0231769291317221
"28",-2.15530013041113,-0.0935630190264646,-0.142818760587222,-0.106359880257771,0.0233862965965588
"29",-2.15570783423359,-0.093701183791809,-0.142995426658289,-0.10598495697902,0.022427798431551
"30",-2.1530082399421,-0.0924348504815781,-0.143269797781675,-0.106550394064965,0.0218375565307273
"31",-2.14802285623514,-0.0873292032374701,-0.144446743475128,-0.105472797006762,0.0287054274610979
"32",-2.14674275678049,-0.0858759863710408,-0.144806547113152,-0.105317816483384,0.0320542976777004
"33",-2.14390470701581,-0.0830662997579119,-0.14545926423954,-0.104498284362025,0.0347914906030788
"34",-2.14165547507818,-0.0814789249946235,-0.146163960749568,-0.102213862480247,0.0346572027860089
"35",-2.13938607939778,-0.0799341628259364,-0.145837785117521,-0.101228975199821,0.0379206243437336
"36",-2.1417391847297,-0.0816617676335867,-0.14511676707141,-0.102395527934977,0.0359996125627755
"37",-2.14090123894929,-0.0810630693151275,-0.14522874372292,-0.101744775416454,0.0375958481813665
"38",-2.13770810896249,-0.0781991726079111,-0.145970887285885,-0.100513791971437,0.0410315385144925
"39",-2.13714377778997,-0.0773405076527218,-0.146310959911495,-0.100293460008232,0.0418330978810307
"40",-2.14826777576664,-0.0866916632212672,-0.144561142851236,-0.101260157696842,0.0319415509454684
"41",-2.14399416908699,-0.0840153664774665,-0.144857185522074,-0.0999373609838995,0.0329867013603146
"42",-2.14222143330364,-0.0827548875340623,-0.145109304817389,-0.0998690948922451,0.0342783714772203
"43",-2.14434455035185,-0.0843190281739709,-0.144511738680988,-0.0997677928351685,0.0331115933025694
"44",-2.14460859809559,-0.0844311585821436,-0.144429584921261,-0.100070373868308,0.0330521518038697
"45",-2.138701979847,-0.0830412403758757,-0.141861362016165,-0.0968441290926262,0.0324636611817598
"46",-2.13677088151518,-0.0815749448024291,-0.143106218561357,-0.0946243027167715,0.0296899263111345
"47",-2.13457181917027,-0.0787308136382167,-0.143555707526487,-0.0945734895637452,0.0336223688572775
"48",-2.13252770233066,-0.0761001731559725,-0.14508076572026,-0.0934057561844319,0.0355130245498735
"49",-2.13065870473891,-0.0743011185974017,-0.145878290874192,-0.0904314662560082,0.0334550940335966
"50",-2.12913216396552,-0.0742328487635329,-0.147295462484501,-0.088274441446775,0.0308552960884549
"51",-2.12833246629388,-0.0719198780866886,-0.147978954807237,-0.0894556577714053,0.0376596310722941
"52",-2.12409027656919,-0.0675864576857683,-0.148117103390571,-0.0893186778787798,0.0448208398107509
"53",-2.12299967855642,-0.0666824062265575,-0.148942901251836,-0.0884396811804587,0.0437001003613271
"54",-2.11278665504701,-0.0587625911187325,-0.152166059268407,-0.0818556061045725,0.0463336952542312
"55",-2.110515248818,-0.0566640996483335,-0.153103483582775,-0.0805365102285405,0.0445631151084064
"56",-2.11107614637213,-0.0591839498270306,-0.152188113835726,-0.0787591289062193,0.0380856975957256
"57",-2.10590372080049,-0.056850436977935,-0.151326057944338,-0.075355908277197,0.0399125649696266
"58",-2.10244656718145,-0.0553249814871737,-0.149489998651429,-0.0738119855385605,0.0421656668462602
"59",-2.09519422660912,-0.051742829986832,-0.152564467252821,-0.0650066442244262,0.0335802121523903
"60",-2.07619664105739,-0.0407570980162633,-0.158164888940084,-0.0478658691893205,0.0212193310331712
"61",-2.06814431307613,-0.0384344115002082,-0.156401225255269,-0.046344526844237,0.0248701026904129
"62",-2.05635315325406,-0.0314865584834774,-0.161481244149457,-0.037193514010462,0.0192155211777334
"63",-2.06634923190985,-0.0363749009934491,-0.158847954075307,-0.0451804217259523,0.0244787643172672
"64",-2.0665197219204,-0.0368968549739976,-0.156355344117995,-0.046191257412346,0.0276580057299453
"65",-2.05900292494625,-0.033007494520957,-0.158740340777972,-0.0398847389561769,0.0208316070024635
"66",-2.06515501866301,-0.0387464307948578,-0.159964274737489,-0.0414208659847314,0.0148732125370854
"67",-2.0843899410832,-0.049876711447418,-0.159524569919049,-0.0506671463566779,0.00931470986667589
"68",-2.0641193604315,-0.0374068074702226,-0.16643562132897,-0.0339756185114881,-0.0016360504413642
"69",-2.07200132589078,-0.0478313444519252,-0.159539116322116,-0.0348257196831555,-0.0126224044026472
"70",-2.02729830063903,-0.0214629639648248,-0.177612569289569,0.00786468972182182,-0.0469002940279557
"71",-2.01435545142308,-0.0148066924975093,-0.17752388456324,0.0156561141508619,-0.0463775042369083
"72",-2.00494979415862,-0.0181491632699391,-0.162993770715797,0.0125915683558825,-0.0428145398506444
"73",-1.98571155099622,-0.0060727854119802,-0.175479591290129,0.0372694353658624,-0.0671432420482018
"74",-1.9623708223408,-0.00272525930402012,-0.166550643067285,0.0560743444695277,-0.081719201808362
"75",-1.96513940028766,-0.0267410577257876,-0.131266830047278,0.050208184901904,-0.0812831814809133
"76",-1.96417172073446,-0.0284028644393319,-0.139392719675975,0.0639974017817725,-0.11532575101085
"77",-1.97382096691153,-0.0223014269879704,-0.174254533946669,0.0726215551982932,-0.151935226990224
"78",-1.95648532687518,-0.0249081203034702,-0.152019214864792,0.0813228487747651,-0.142322189648099
"79",-1.96401006060642,-0.0277924099771184,-0.147944923890751,0.0683919526915532,-0.125471244214579
"80",-1.96232361425679,-0.0233140914289328,-0.146034502374287,0.0640011825948081,-0.105872600126763
"81",-1.96367511212909,-0.0266700698214468,-0.152008192079141,0.071764213942496,-0.128519826056842
"82",-1.96048760120395,-0.0356641649137106,-0.150403383705801,0.0701136019523762,-0.126872673742373
"83",-1.9560087120141,-0.0545403623550119,-0.120841827607388,0.0731889075771229,-0.141251445328737
"84",-1.96924576989133,-0.0532794751052582,-0.119932636347682,0.060529129179429,-0.123765687102177
"85",-1.96996215555451,-0.0545533396491034,-0.11967670760052,0.0593668487855041,-0.12128549879211
"86",-1.97831997443367,-0.0533945073194567,-0.117245302974358,0.044123992654806,-0.0910018797720129
"87",-1.97200553079351,-0.0519836493989406,-0.116747773000444,0.048620179953647,-0.0966287169341231
