AAPL.Close,AXP.Close,BA.Close,CAT.Close,CSCO.Close,CVX.Close,DIS.Close,GE.Close,GS.Close,HD.Close,IBM.Close,INTC.Close,JNJ.Close,JPM.Close,KO.Close,MCD.Close,MMM.Close,MRK.Close,MSFT.Close,NKE.Close,PFE.Close,PG.Close,TRV.Close,UNH.Close,UTX.Close,V.Close,VZ.Close,WMT.Close,XOM.Close,DWDP.Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.660004,79.760002,177.440002,95.480003,34.32,110.120003,110.32,30.190001,247.350006,145.949997,181.350006,36.529999,122.730003,90.330002,41.779999,128.649994,187.410004,66.160004,64.620003,57.860001,34.259998,91.050003,122.269997,163.059998,112.459999,88.43,50.599998,72.389999,81.080002,63.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.929993,80.169998,179.429993,97.440002,34.259998,111.75,110.230003,29.940001,249.330002,145.300003,179.399994,36.509998,122.400002,90.43,41.669998,126.989998,186.910004,65.849998,64.230003,57.689999,34.279999,90.889999,122.040001,165.380005,112.809998,88,49.939999,71.739998,81.540001,62.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.990005,80.059998,180.229996,96.660004,34.18,112.5,110.089996,29.809999,248.059998,144.910004,179.820007,36.200001,122.209999,90.620003,41.959999,127.650002,186.350006,65.870003,63.98,57.16,34.119999,91.07,122.239998,165.380005,112.550003,87.940002,49.630001,70.93,81.32,62.259998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.789993,81.919998,183.910004,98.580002,34.439999,113.879997,111.040001,30.190001,252.710007,146.679993,181.949997,35.93,123.860001,93.599998,42.16,129.050003,189.860001,66.209999,64.940002,57.950001,34.419998,91.660004,124.989998,167.940002,113.68,88.989998,49.810001,70.449997,83.019997,63.459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.960007,80.099998,182.990005,94.360001,34.389999,113.360001,110.589996,30.190001,251.059998,147.949997,180.529999,35.91,123.629997,92.139999,42.470001,128.229996,189.889999,66.080002,64.010002,57.799999,34.509998,90.910004,124.519997,167.309998,112.690002,88.529999,49.98,70.760002,83.300003,63.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.779999,79.879997,182.179993,95.120003,34.290001,113.550003,111.239998,30.120001,252.889999,147.809998,180.050003,35.900002,123.790001,92.800003,42.48,127.900002,189.309998,66.580002,64.25,56.700001,34.52,90.5,124.129997,168.199997,112.339996,88.790001,50.09,70.029999,82.459999,63.259998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.339996,79.5,180.929993,95.660004,34.189999,113.169998,110.669998,30,252.009995,147.130005,180.470001,35.57,123.709999,91.919998,42.18,128.029999,188.899994,66.470001,64.269997,56.77,34.349998,90.370003,122.32,168.699997,111.660004,88.940002,50.029999,69.879997,82.830002,63.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.520004,79.580002,182.020004,95.93,34.200001,111.809998,110.860001,29.860001,250.899994,146.020004,180.380005,35.799999,123.830002,91.410004,41.990002,128.070007,189.089996,65.959999,64.400002,56.549999,33.990002,90.290001,122.139999,168.300003,112.279999,89.059998,49.439999,69.870003,82.519997,63.150002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,79.040001,181.740005,93.230003,34.02,109.610001,110.839996,29.799999,250.240005,146.919998,179.449997,35.619999,124.099998,91.209999,41.990002,128.089996,189.509995,65.800003,64.989998,56.509998,33.91,90.139999,121.239998,167.910004,111.75,88.959999,49.16,69.800003,81.029999,63.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.679993,79.300003,180.570007,91.389999,34.07,110.040001,111.029999,29.66,250.179993,146.619995,177.179993,35.82,125.949997,91.57,42.029999,128.139999,189.899994,65.889999,64.730003,56.360001,34.049999,90.339996,121.900002,168.009995,111.93,89.110001,49.279999,69.860001,81.669998,63.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.139999,79.379997,178.699997,92.309998,34.259998,110.610001,110.919998,30.280001,248.380005,146.850006,177.830002,35.91,126.209999,91.279999,42.290001,127.980003,191.210007,65.599998,64.93,56.43,34.110001,91.07,122.830002,169.979996,112.139999,89.730003,49.349998,70.099998,81.610001,63.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.199997,79.209999,179.050003,92.639999,34.099998,109.349998,111.519997,29.860001,248.160004,147.429993,176.460007,35.16,126.68,91.360001,42.029999,127.610001,191.520004,64.150002,64.709999,56.669998,34.110001,91.309998,122.150002,170.210007,112.309998,90.110001,49.470001,69.949997,81.419998,64.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.990005,79.690002,178.729996,91.860001,34.119999,107.360001,112.309998,29.540001,247.720001,147.160004,175.720001,35.18,127.050003,91.510002,41.970001,127.800003,190.330002,64.199997,64.410004,57.279999,34.220001,91,122.620003,169.059998,111.830002,89.550003,49.360001,70.720001,80.989998,63.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.460007,79.230003,178.710007,93.360001,34.240002,108.879997,111.870003,29.76,246.779999,147.949997,175.809998,35.099998,128.960007,91.730003,42.119999,127.879997,191.199997,64.699997,64.75,57.66,34.630001,91.400002,122.989998,171.779999,113.080002,89.919998,50.139999,70.580002,82,64.440002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.690002,79.769997,178.190002,92.849998,34.23,107.860001,111.709999,29.75,248.220001,148.729996,177.240005,35.139999,128.460007,91.639999,42.25,127.980003,190.309998,64.18,64.639999,57.599998,34.43,91.440002,122.739998,171.300003,112.339996,90.040001,50.040001,70.440002,82.07,63.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.990005,79.25,180.100006,92.910004,34.23,107.68,111.760002,29.879999,243.940002,149.600006,175.649994,35.27,128.059998,90.68,42.029999,128.639999,192.360001,63.900002,64.870003,57.799999,34.32,91,123.139999,169.699997,113.449997,90.239998,50.389999,69.889999,82,64.029999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.460007,78.849998,179.389999,95.400002,34.279999,107.660004,112.709999,29.74,242.139999,147.800003,175.699997,35.43,128.070007,90.029999,42.18,128.779999,193.009995,64.110001,64.93,58.68,34.380001,91.220001,122.360001,168,113.510002,89.18,50.240002,69.980003,82,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.839996,77.529999,175.960007,92.43,33.880001,108.040001,111.75,29.389999,233,146.610001,173.880005,35.040001,127.25,87.389999,42.5,128.520004,192.130005,63.91,64.209999,58.009998,34.25,91.190002,121.690002,167.699997,112.160004,88.059998,50.16,69.900002,81.830002,63.080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.419998,77.669998,176.979996,92.43,34.099998,108.389999,112.080002,29.530001,231.070007,147.360001,174.779999,35.369999,126.260002,87.529999,42.380001,129.100006,192.220001,63.5,65.029999,53.919998,34.470001,90.989998,122.029999,167.029999,111.93,88.519997,49.709999,70.25,81.760002,62.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.919998,77.839996,177.259995,92.230003,33.959999,107.870003,112.239998,29.620001,231.899994,147.990005,174.820007,35.27,125.900002,87.389999,42.169998,129,192.139999,63.279999,64.870003,55.369999,34.290001,90.769997,121.290001,165.289993,111.839996,88.860001,49.639999,69.860001,81.860001,63.830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.639999,78.199997,175.820007,92.150002,34.080002,107.989998,112.139999,29.719999,228.410004,147.710007,173.830002,35.16,125.480003,87.290001,42.119999,129.339996,191.509995,63.18,64.980003,56.360001,34,90.57,120.769997,165,111.800003,89.190002,49.68,69.610001,81.230003,63.080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.880005,77.599998,176.100006,91.510002,33.990002,106.279999,112.379997,29.440001,225.479996,146.869995,173.770004,35.389999,125.800003,87.239998,42.32,129.490005,190.429993,63.189999,65.099998,55.93,34.18,90.489998,121.010002,164.600006,111.830002,88.949997,49.139999,69.660004,81.25,64.019997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.800003,78.639999,177.360001,92.949997,34.02,107.169998,113.050003,29.620001,229.330002,147.199997,174.509995,35.599998,125.660004,88.599998,42.43,129.449997,190.990005,63.34,65.290001,56.619999,34.16,90.760002,121.800003,165.350006,112.739998,89.120003,49.299999,70.32,81.839996,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.119995,78.25,177.630005,92.860001,33.740002,108.07,112.529999,29.68,228.449997,147.039993,173.940002,35.57,124.919998,88.269997,42.419998,128.839996,190.679993,63.639999,65.470001,56.68,34.330002,90.599998,120.529999,163.440002,112.059998,89.18,49.130001,70.739998,82.019997,64.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.929993,79.209999,177.979996,93.220001,33.740002,107.779999,113.18,29.870001,231.220001,146.949997,173.860001,35.75,124.660004,89.029999,42.599998,129.320007,191.279999,63.450001,65.709999,56.040001,34.349998,90.199997,121.029999,164.990005,112.449997,89.010002,49.060001,71.589996,83.699997,64.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.660004,79.110001,176.860001,92.760002,33.799999,107.370003,113.389999,29.799999,229.720001,146.830002,174.139999,36.07,124.550003,87.839996,42.439999,129.610001,191.330002,63.540001,65.860001,55.73,34.209999,89.849998,120.540001,164.009995,112.209999,88.870003,48.75,72.080002,82.010002,63.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.699997,78.589996,176.649994,92.269997,33.580002,107.800003,113.199997,29.879999,228.960007,146.619995,174.5,36.16,124.690002,87.519997,42.41,129.610001,190.720001,63.470001,65.550003,55.560001,34.240002,89.68,120.379997,165.589996,111.93,89.360001,49.18,71.830002,82.07,63.060001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.770004,78.260002,178.699997,94.129997,33.41,108.660004,113.040001,30.02,229.259995,146.339996,174.520004,36.279999,124.68,87.309998,42.68,129.289993,190.190002,63.669998,65.730003,55.040001,34.34,89.910004,120.610001,164.970001,112.989998,88.779999,49.310001,72.010002,82.370003,63.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.020004,77.760002,177.080002,94.239998,33,108.639999,113,29.969999,227.660004,146.639999,172.880005,36.220001,124.800003,86.190002,42.57,130.410004,190.240005,63.57,65.559998,54.98,34.189999,89.970001,120.910004,165.369995,112.5,89.029999,49.02,71.650002,82.529999,63.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.660004,77.919998,177.369995,95.82,33.080002,109.290001,113.050003,29.93,228.639999,147.240005,172.449997,36.029999,125.050003,86.480003,42.669998,130.149994,189.889999,63.240002,65.730003,55.139999,34.110001,89.400002,120.540001,165.339996,112.410004,89.089996,48.43,71.43,83.010002,63.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.339996,77.769997,178.850006,95.519997,32.959999,108.860001,112.580002,29.99,227.880005,147.130005,172.139999,36.029999,124.919998,86.18,42.610001,129.960007,189.990005,63.130001,65.68,55.110001,34.099998,89.230003,120.150002,166.020004,112.989998,88.739998,48.66,72.900002,82.760002,63.189999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.169998,77.489998,177.559998,97.139999,33.009998,109.43,112.43,30.01,228.889999,148.210007,171.199997,35.799999,124.339996,85.879997,42.689999,129.979996,189.710007,62.549999,65.529999,54.900002,34.040001,89.489998,121.110001,165.479996,112.879997,88.860001,48.540001,73.059998,83.129997,63.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.630005,77.260002,178.570007,97.099998,32.919998,108.970001,113.07,30.040001,227.740005,148.199997,170.580002,35.740002,124.220001,85.730003,42.66,131.199997,190.070007,62.580002,65.480003,54.919998,33.93,89.800003,121.190002,165.830002,113.139999,88.849998,48.700001,73.43,82.839996,62.490002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.800003,76.68,176.050003,94.860001,32.619999,108.970001,113.040001,29.77,225.75,146.539993,170.660004,35.630001,125.400002,85.400002,42.939999,131.259995,189.699997,63.049999,65.230003,55.57,33.919998,90.309998,121.459999,165.559998,112.239998,88.68,48.919998,73.440002,82.970001,61.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.050003,75.800003,175.619995,93.099998,32.419998,106.099998,113.199997,29.559999,223.320007,145.910004,169.529999,35.25,124.989998,84.400002,42.790001,130.759995,188.649994,62.610001,64.949997,55.34,33.880001,90.029999,120.529999,164.960007,112.089996,88.870003,48.619999,73.150002,81.690002,61.060001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.830002,76.669998,179.020004,94.139999,32.610001,106.169998,113.779999,29.639999,226.259995,147.309998,171.100006,35.48,125.720001,85.860001,43.07,131.350006,190.360001,62.799999,65.480003,56.240002,34,90.389999,121.919998,167.179993,113.269997,89.809998,48.810001,73.489998,81.580002,61.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.199997,75.790001,177.850006,94.389999,32.669998,105.68,114.190002,29.84,215.589996,147.759995,170.050003,35.77,121.82,85.160004,43.48,132.300003,190.220001,62.27,65.389999,56.110001,33.84,90.800003,120.75,168.589996,113.559998,89.730003,49.220001,73.889999,81.050003,61.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.679993,75.550003,178.399994,93.470001,32.650002,104.230003,113.730003,30,214.089996,147.220001,161.690002,35.91,121.370003,84.459999,43.23,132.639999,189.830002,62.639999,65.040001,55.860001,33.610001,89.599998,120.400002,169.25,112.919998,89.75,48.939999,74.07,80.489998,61.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.440002,80.019997,179.300003,94.660004,32.830002,104.879997,114.790001,30.27,218.059998,148.720001,162.300003,36.18,121.870003,85.550003,43.09,133.270004,191.160004,62.549999,65.5,56.400002,33.740002,89.330002,118.879997,171.539993,113.940002,91.150002,48.41,74.800003,81.010002,61.939999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
